Mod:Item:MetaData, Localized Name
advancedrocketry:spacestationchip:0, Space Station Id Chip
advancedrocketry:spacestation:0, Space Station Container
advancedrocketry:spacehelmet, Space Helmet
advancedrocketry:spaceboots, Space Boots
advancedrocketry:spacechestplate, Space Suit Chest-Piece
advancedrocketry:spaceleggings, Space Suit Legging
advancedrocketry:bucketrocketfuel, Tank of Rocket Fuel
advancedrocketry:bucketnitrogen, Tank of Nitrogen
advancedrocketry:buckethydrogen, Tank of Hydrogen
advancedrocketry:bucketoxygen, Tank of Oxygen
advancedrocketry:bucketenrichedlava, Tank of Enriched Lava
advancedrocketry:smallairlockdoor, Small Airlock Door
advancedrocketry:carbonscrubbercartridge, Carbon Collection Cartridge
advancedrocketry:sealdetector, Seal Detector
advancedrocketry:jackhammer, Jack Hammer
advancedrocketry:asteroidchip, Asteroid Chip
advancedrocketry:elevatorchip, Space Elevator Chip
advancedrocketry:lens:0, Basic Lens
advancedrocketry:jetpack, Jet Pack
advancedrocketry:pressuretank:0, Low Pressure Tank
advancedrocketry:pressuretank:1, Pressure Tank
advancedrocketry:pressuretank:2, High Pressure Tank
advancedrocketry:pressuretank:3, Super High Pressure Tank
advancedrocketry:itemupgrade:0, Hover Upgrade
advancedrocketry:itemupgrade:1, Flight Speed Control Upgrade
advancedrocketry:itemupgrade:2, Bionic Leg Upgrade
advancedrocketry:itemupgrade:3, Padded Landing Boots
advancedrocketry:itemupgrade:4, Anti-Fog Visor
advancedrocketry:atmanalyser, Atmosphere Analyzer
advancedrocketry:basiclasergun, Basic Laser Gun
advancedrocketry:beaconfinder, Beacon Finder
advancedrocketry:thermite, Thermite
advancedrocketry:hovercraft, HoverCraft
advancedrocketry:biomechanger, Biome Changer Remote
forge:bucketfilled, %s Bucket
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
twilightforest:naga_scale, Naga Scale
twilightforest:naga_chestplate, Naga Scale Tunic
twilightforest:naga_leggings, Naga Scale Leggings
twilightforest:twilight_scepter, Scepter of Twilight
twilightforest:lifedrain_scepter, Scepter of Life Draining
twilightforest:zombie_scepter, Zombie Scepter
twilightforest:shield_scepter, Scepter of Fortification
twilightforest:ore_meter, Ore Meter [WIP]
twilightforest:magic_map:0, Magic Map
twilightforest:maze_map:0, Maze Map
twilightforest:ore_map:0, Maze/Ore Map
twilightforest:raven_feather, Raven Feather
twilightforest:magic_map_focus, Magic Map Focus
twilightforest:maze_map_focus, Maze Map Focus
twilightforest:liveroot, Liveroot
twilightforest:ironwood_raw, Raw Ironwood Materials
twilightforest:ironwood_ingot, Ironwood Ingot
twilightforest:ironwood_helmet, Ironwood Helm
twilightforest:ironwood_chestplate, Ironwood Plate
twilightforest:ironwood_leggings, Ironwood Legs
twilightforest:ironwood_boots, Ironwood Boots
twilightforest:ironwood_sword, Ironwood Sword
twilightforest:ironwood_shovel, Ironwood Shovel
twilightforest:ironwood_pickaxe, Ironwood Pick
twilightforest:ironwood_axe, Ironwood Axe
twilightforest:ironwood_hoe, Ironwood Hoe
twilightforest:torchberries, Torchberries
twilightforest:raw_venison, Raw Venison
twilightforest:cooked_venison, Venison Steak
twilightforest:hydra_chop, Hydra Chop
twilightforest:fiery_blood, Fiery Blood
twilightforest:fiery_tears, Fiery Tears
twilightforest:trophy:0, Naga Trophy
twilightforest:trophy:1, Twilight Lich Trophy
twilightforest:trophy:2, Hydra Trophy
twilightforest:trophy:3, Ur-Ghast Trophy
twilightforest:trophy:4, Knight Phantom Trophy
twilightforest:trophy:5, Snow Queen Trophy
twilightforest:trophy:6, Minoshroom Trophy
twilightforest:trophy:8, Questing Ram Trophy
twilightforest:fiery_ingot, Fiery Ingot
twilightforest:fiery_helmet, Fiery Helm
twilightforest:fiery_chestplate, Fiery Plate
twilightforest:fiery_leggings, Fiery Legs
twilightforest:fiery_boots, Fiery Boots
twilightforest:fiery_sword, Fiery Sword
twilightforest:fiery_pickaxe, Fiery Pick
twilightforest:steeleaf_ingot, Steeleaf
twilightforest:steeleaf_helmet, Steeleaf Helm
twilightforest:steeleaf_chestplate, Steeleaf Plate
twilightforest:steeleaf_leggings, Steeleaf Legs
twilightforest:steeleaf_boots, Steeleaf Boots
twilightforest:steeleaf_sword, Steeleaf Sword
twilightforest:steeleaf_shovel, Steeleaf Shovel
twilightforest:steeleaf_pickaxe, Steeleaf Pick
twilightforest:steeleaf_axe, Steeleaf Axe
twilightforest:steeleaf_hoe, Steeleaf Hoe
twilightforest:minotaur_axe_gold, Golden Minotaur Axe
twilightforest:minotaur_axe, Diamond Minotaur Axe
twilightforest:mazebreaker_pickaxe, Mazebreaker
twilightforest:transformation_powder, Transformation Powder
twilightforest:raw_meef, Raw Meef
twilightforest:cooked_meef, Meef Steak
twilightforest:meef_stroganoff, Meef Stroganoff
twilightforest:maze_wafer, Maze Wafer
twilightforest:magic_map_empty, Blank Magic Map
twilightforest:maze_map_empty, Blank Maze Map
twilightforest:ore_map_empty, Blank Maze/Ore Map
twilightforest:ore_magnet, Ore Magnet
twilightforest:crumble_horn, Crumble Horn
twilightforest:peacock_fan, Peacock Feather Fan
twilightforest:moonworm_queen, Moonworm Queen
twilightforest:charm_of_life_1, Charm of Life I
twilightforest:charm_of_life_2, Charm of Life II
twilightforest:charm_of_keeping_1, Charm of Keeping I
twilightforest:charm_of_keeping_2, Charm of Keeping II
twilightforest:charm_of_keeping_3, Charm of Keeping III
twilightforest:tower_key, Tower Key
twilightforest:borer_essence, Borer Essence
twilightforest:carminite, Carminite
twilightforest:experiment_115, Experiment 115
twilightforest:armor_shard, Armor Shard
twilightforest:knightmetal_ingot, Knightmetal Ingot
twilightforest:armor_shard_cluster, Armor Shard Cluster
twilightforest:knightmetal_helmet, Knightly Helm
twilightforest:knightmetal_chestplate, Knightly Plate
twilightforest:knightmetal_leggings, Knightly Greaves
twilightforest:knightmetal_boots, Knightly Boots
twilightforest:knightmetal_sword, Knightly Sword
twilightforest:knightmetal_pickaxe, Knightly Pick
twilightforest:knightmetal_axe, Knightly Axe
twilightforest:knightmetal_shield, Knightly Shield
twilightforest:phantom_helmet, Phantom Helm
twilightforest:phantom_chestplate, Phantom Plate
twilightforest:lamp_of_cinders, Lamp of Cinders
twilightforest:alpha_fur, Alpha Yeti Fur
twilightforest:yeti_helmet, Yeti Horned Helm
twilightforest:yeti_chestplate, Yeti Jacket
twilightforest:yeti_leggings, Yeti Leggings
twilightforest:yeti_boots, Yeti Boots
twilightforest:ice_bomb, Ice Bomb
twilightforest:arctic_fur, Arctic Fur
twilightforest:arctic_helmet, Arctic Hood
twilightforest:arctic_chestplate, Arctic Jacket
twilightforest:arctic_leggings, Arctic Leggings
twilightforest:arctic_boots, Arctic Boots
twilightforest:magic_beans, Magic Beans
twilightforest:giant_pickaxe, Giant's Pickaxe
twilightforest:giant_sword, Giant's Sword
twilightforest:triple_bow, Tri-bow
twilightforest:seeker_bow, Seeker Bow
twilightforest:ice_bow, Ice Bow
twilightforest:ender_bow, Ender Bow
twilightforest:ice_sword, Ice Sword
twilightforest:glass_sword, Glass Sword
twilightforest:knightmetal_ring, Knightmetal Loop
twilightforest:block_and_chain, Block and Chain
twilightforest:cube_talisman, Talisman of the Cube
twilightforest:cube_of_annihilation, Cube of Annihilation
twilightforest:moon_dial, Moon Dial
twilightforest:twilight_log:0, Twilight Oak Wood
twilightforest:twilight_log:1, Canopy Tree Wood
twilightforest:twilight_log:2, Mangrove Wood
twilightforest:twilight_log:3, Darkwood
twilightforest:root:0, Roots
twilightforest:root:1, Liveroots
twilightforest:twilight_leaves:0, Twilight Oak Leaves
twilightforest:twilight_leaves:1, Canopy Tree Leaves
twilightforest:twilight_leaves:2, Mangrove Leaves
twilightforest:twilight_leaves:3, Rainbow Oak Leaves
twilightforest:firefly, Firefly
twilightforest:cicada, Cicada
twilightforest:maze_stone:0, Mazestone
twilightforest:maze_stone:1, Mazestone Brick
twilightforest:maze_stone:2, Chiseled Mazestone
twilightforest:maze_stone:3, Decorative Mazestone Brick
twilightforest:maze_stone:4, Cracked Mazestone Brick
twilightforest:maze_stone:5, Mossy Mazestone Brick
twilightforest:maze_stone:6, Mazestone Mosaic
twilightforest:maze_stone:7, Mazestone Border
twilightforest:hedge:0, Hedge
twilightforest:boss_spawner:0, Naga Spawner
twilightforest:boss_spawner:1, Lich Spawner
twilightforest:boss_spawner:2, Hydra Spawner
twilightforest:boss_spawner:3, Ur-Ghast Spawner
twilightforest:boss_spawner:4, Knight Phantoms Spawner
twilightforest:boss_spawner:5, Snow Queen Spawner
twilightforest:boss_spawner:6, Minoshroom Spawner
twilightforest:boss_spawner:7, Alpha Yeti Spawner
twilightforest:boss_spawner:9, tile.twilightforest.BossSpawner.9.name
twilightforest:firefly_jar, Firefly Jar
twilightforest:twilight_plant:0, Moss Patch
twilightforest:twilight_plant:1, Mayapple
twilightforest:twilight_plant:2, Clover Patch [WIP]
twilightforest:twilight_plant:3, Fiddlehead
twilightforest:twilight_plant:4, Mushgloom
twilightforest:twilight_plant:5, Forest Grass
twilightforest:twilight_plant:6, Dried Bush
twilightforest:twilight_plant:7, Torchberry Plant
twilightforest:twilight_plant:8, Root Strands
twilightforest:twilight_plant:9, Leaf Pile
twilightforest:uncrafting_table, Uncrafting Table
twilightforest:fire_jet:0, Smoking Block
twilightforest:fire_jet:3, Fire Jet
twilightforest:fire_jet:1, Encased Smoker
twilightforest:fire_jet:6, Encased Fire Jet
twilightforest:naga_stone:0, Nagastone Head
twilightforest:naga_stone:1, Nagastone
twilightforest:twilight_sapling:0, Sickly Twilight Oak Sapling
twilightforest:twilight_sapling:1, Canopy Tree Sapling
twilightforest:twilight_sapling:2, Twilight Mangrove Sapling
twilightforest:twilight_sapling:3, Darkwood Sapling
twilightforest:twilight_sapling:4, Robust Twilight Oak Sapling
twilightforest:twilight_sapling:5, Tree of Time Sapling
twilightforest:twilight_sapling:6, Tree of Transformation Sapling
twilightforest:twilight_sapling:7, Miner's Tree Sapling
twilightforest:twilight_sapling:8, Sorting Tree Sapling
twilightforest:twilight_sapling:9, Rainbow Oak Sapling
twilightforest:moonworm, Moonworm
twilightforest:magic_log:0, Timewood
twilightforest:magic_log:1, Transwood
twilightforest:magic_log:2, Minewood
twilightforest:magic_log:3, Sortingwood
twilightforest:magic_leaves:0, Timewood Leaves
twilightforest:magic_leaves:1, Leaves of Transformation
twilightforest:magic_leaves:2, Miner's Leaves
twilightforest:magic_leaves:3, Sorting Leaves
twilightforest:magic_log_core:0, Timewood Clock
twilightforest:magic_log_core:1, Heart of Transformation
twilightforest:magic_log_core:2, Minewood Core
twilightforest:magic_log_core:3, Sortingwood Engine
twilightforest:tower_wood:0, Towerwood Planks
twilightforest:tower_wood:1, Encased Towerwood
twilightforest:tower_wood:2, Cracked Towerwood
twilightforest:tower_wood:3, Mossy Towerwood
twilightforest:tower_wood:4, Infested Towerwood
twilightforest:tower_device:0, Reappearing Block
twilightforest:tower_device:2, Vanishing Block
twilightforest:tower_device:4, Locked Vanishing Block
twilightforest:tower_device:5, Unlocked Vanishing Block
twilightforest:tower_device:6, Carminite Builder
twilightforest:tower_device:9, Anti-builder
twilightforest:tower_device:10, Ghast Trap
twilightforest:tower_device:12, Carminite Reactor
twilightforest:stronghold_shield, Stronghold Shield
twilightforest:trophy_pedestal:0, Trophy Pedestal
twilightforest:aurora_block, Aurora Block
twilightforest:underbrick:0, Underbrick
twilightforest:underbrick:1, Mossy Underbrick
twilightforest:underbrick:2, Cracked Underbrick
twilightforest:underbrick:3, Underbrick Floor
twilightforest:thorns:0, Thorns
twilightforest:thorns:1, Green Thorns
twilightforest:burnt_thorns, Burnt Thorns
twilightforest:thorn_rose, Thorn Rose
twilightforest:twilight_leaves_3:0, Thorn Leaves
twilightforest:twilight_leaves_3:1, Beanstalk Leaves
twilightforest:deadrock:0, Weathered Deadrock
twilightforest:deadrock:1, Cracked Deadrock
twilightforest:deadrock:2, Deadrock
twilightforest:dark_leaves, Darkwood Leaves
twilightforest:aurora_pillar, Aurora Pillar
twilightforest:aurora_slab:0, Aurora Slab
twilightforest:trollsteinn, Trollsteinn
twilightforest:wispy_cloud, Wispy Cloud
twilightforest:fluffy_cloud, Fluffy Cloud
twilightforest:giant_cobblestone, Giant Cobblestone
twilightforest:giant_log, Giant Log
twilightforest:giant_leaves, Giant Leaves
twilightforest:giant_obsidian, Giant Obsidian
twilightforest:uberous_soil, Uberous Soil
twilightforest:huge_stalk, Huge Stalk
twilightforest:huge_mushgloom, Huge Mushgloom
twilightforest:trollvidr, Trollvidr
twilightforest:unripe_trollber, Unripe Trollber
twilightforest:trollber, Trollber
twilightforest:knightmetal_block, Block of Knightmetal
twilightforest:huge_lilypad, Huge Lily Pad
twilightforest:huge_waterlily, Huge Water Lily
twilightforest:slider:0, Slide Trap
twilightforest:slider:1, Slide Trap 1
twilightforest:slider:2, Slide Trap 2
twilightforest:slider:3, Slide Trap 3
twilightforest:castle_brick:0, Castle Brick
twilightforest:castle_brick:1, Worn Castle Brick
twilightforest:castle_brick:2, Cracked Castle Brick
twilightforest:castle_brick:3, Castle Roof Tile
twilightforest:castle_brick:4, Mossy Castle Brick
twilightforest:castle_brick:5, Thick Castle Brick
twilightforest:castle_stairs_brick, Castle Brick Stairs
twilightforest:castle_stairs_cracked, Cracked Castle Brick Stairs
twilightforest:castle_stairs_worn, Worn Castle Brick Stairs
twilightforest:castle_stairs_mossy, Mossy Castle Brick Stairs
twilightforest:castle_pillar:0, Encased Castle Brick Pillar
twilightforest:castle_pillar:1, Encased Castle Brick Tile
twilightforest:castle_pillar:2, Bold Castle Brick Pillar
twilightforest:castle_pillar:3, Bold Castle Brick Tiles
twilightforest:castle_stairs:0, Encased Castle Brick Stairs
twilightforest:castle_stairs:8, Bold Castle Brick Stairs
twilightforest:castle_rune_brick:0, Pink Castle Rune Brick
twilightforest:castle_rune_brick:1, Blue Castle Rune Brick
twilightforest:castle_rune_brick:2, Yellow Castle Rune Brick
twilightforest:castle_rune_brick:3, Violet Castle Rune Brick
twilightforest:force_field:0, Violet Force Field
twilightforest:force_field:1, Pink Force Field
twilightforest:force_field:2, Orange Force Field
twilightforest:force_field:3, Green Force Field
twilightforest:force_field:4, Blue Force Field
twilightforest:cinder_furnace, Cinder Furnace [NYI]
twilightforest:cinder_log, Cinder Log [NYI]
twilightforest:castle_door:0, Yellow Castle Door
twilightforest:castle_door:1, Violet Castle Door
twilightforest:castle_door:2, Pink Castle Door
twilightforest:castle_door:3, Blue Castle Door
twilightforest:miniature_structure:0, Miniature Twilight Portal [NYI]
twilightforest:miniature_structure:1, Miniature Hedge Maze [NYI]
twilightforest:miniature_structure:2, Miniature Hollow Hill [NYI]
twilightforest:miniature_structure:3, Miniature Quest Grove [NYI]
twilightforest:miniature_structure:4, Miniature Mushroom Castle [NYI]
twilightforest:miniature_structure:5, Miniature Naga Courtyard [NYI]
twilightforest:miniature_structure:6, Miniature Lich Tower [NYI]
twilightforest:miniature_structure:7, Miniature Minotaur Labyrinth [NYI]
twilightforest:miniature_structure:8, Miniature Hydra's Lair [NYI]
twilightforest:miniature_structure:9, Miniature Goblin Stronghold [NYI]
twilightforest:miniature_structure:10, Miniature Dark Tower [NYI]
twilightforest:miniature_structure:11, Miniature Yeti Cave [NYI]
twilightforest:miniature_structure:12, Miniature Aurora Palace [NYI]
twilightforest:miniature_structure:13, Miniature Troll Cave and House in the Clouds [NYI]
twilightforest:miniature_structure:14, Miniature Final Castle [NYI]
twilightforest:block_storage:0, Block of Ironwood
twilightforest:block_storage:1, Block of Fiery Metal
twilightforest:block_storage:2, Block of Steeleaf
twilightforest:block_storage:3, Block of Arctic Fur
twilightforest:block_storage:4, Block of Carminite
twilightforest:spiral_bricks, Spiral Stone Bricks
twilightforest:etched_nagastone, Etched Nagastone
twilightforest:nagastone_pillar, Nagastone Pillar
twilightforest:nagastone_stairs:0, Nagastone Stairs (Left)
twilightforest:nagastone_stairs:8, Nagastone Stairs (Right)
twilightforest:etched_nagastone_mossy, Mossy Etched Nagastone
twilightforest:nagastone_pillar_mossy, Mossy Nagastone Pillar
twilightforest:nagastone_stairs_mossy:0, Mossy Nagastone Stairs (Left)
twilightforest:nagastone_stairs_mossy:8, Mossy Nagastone Stairs (Right)
twilightforest:etched_nagastone_weathered, Ruined Etched Nagastone
twilightforest:nagastone_pillar_weathered, Ruined Nagastone Pillar
twilightforest:nagastone_stairs_weathered:0, Weathered Nagastone Stairs (Left)
twilightforest:nagastone_stairs_weathered:8, Weathered Nagastone Stairs (Right)
twilightforest:auroralized_glass, Auroralized Glass
twilightforest:iron_ladder, Iron Ladder
twilightforest:terrorcotta_circle, Terrorcotta (Circular)
twilightforest:terrorcotta_diagonal, Terrorcotta (Diagonal)
twilightforest:stone_twist, tile.twilightforest.StonePillar.name
twilightforest:stone_twist_thin, tile.twilightforest.StonePillarThin.name
twilightforest:twilight_oak_planks, Twilight Oak Planks
twilightforest:twilight_oak_stairs, Twilight Oak Stairs
twilightforest:twilight_oak_slab:0, Twilight Oak Slab
twilightforest:twilight_oak_button, Twilight Oak Button
twilightforest:twilight_oak_door, Twilight Oak Door
twilightforest:twilight_oak_trapdoor, Twilight Oak Trapdoor
twilightforest:twilight_oak_fence, Twilight Oak Fence
twilightforest:twilight_oak_gate, Twilight Oak Gate
twilightforest:twilight_oak_plate, Twilight Oak Pressure Plate
twilightforest:canopy_planks, Canopy Planks
twilightforest:canopy_stairs, Canopy Stairs
twilightforest:canopy_slab:0, Canopy Slab
twilightforest:canopy_button, Canopy Button
twilightforest:canopy_door, Canopy Door
twilightforest:canopy_trapdoor, Canopy Trapdoor
twilightforest:canopy_fence, Canopy Fence
twilightforest:canopy_gate, Canopy Gate
twilightforest:canopy_plate, Canopy Pressure Plate
twilightforest:mangrove_planks, Mangrove Planks
twilightforest:mangrove_stairs, Mangrove Stairs
twilightforest:mangrove_slab:0, Mangrove Slab
twilightforest:mangrove_button, Mangrove Button
twilightforest:mangrove_door, Mangrove Door
twilightforest:mangrove_trapdoor, Mangrove Trapdoor
twilightforest:mangrove_fence, Mangrove Fence
twilightforest:mangrove_gate, Mangrove Gate
twilightforest:mangrove_plate, Mangrove Pressure Plate
twilightforest:dark_planks, Darkwood Planks
twilightforest:dark_stairs, Darkwood Stairs
twilightforest:dark_slab:0, Darkwood Slab
twilightforest:dark_button, Darkwood Button
twilightforest:dark_door, Darkwood Door
twilightforest:dark_trapdoor, Darkwood Trapdoor
twilightforest:dark_fence, Darkwood Fence
twilightforest:dark_gate, Darkwood Gate
twilightforest:dark_plate, Darkwood Pressure Plate
twilightforest:time_planks, Timewood Planks
twilightforest:time_stairs, Timewood Stairs
twilightforest:time_slab:0, Timewood Slab
twilightforest:time_button, Timewood Button
twilightforest:time_door, Timewood Door
twilightforest:time_trapdoor, Timewood Trapdoor
twilightforest:time_fence, Timewood Fence
twilightforest:time_gate, Timewood Gate
twilightforest:time_plate, Timewood Pressure Plate
twilightforest:trans_planks, Transwood Planks
